-6 dB,0.176246089411
-6 dB,0.153777194767
-6 dB,0.141091076663
-6 dB,0.137755578378
-6 dB,0.137072150191
-6 dB,0.136815861915
-6 dB,0.142089402567
-6 dB,0.142041306564
-6 dB,0.142042297025
-6 dB,0.140372703099
-6 dB,0.14051873377
-6 dB,0.14245369147
-6 dB,0.141939323834
-6 dB,0.141613178562
-6 dB,0.141112601774
-6 dB,0.142221528728
-6 dB,0.141605336997
-6 dB,0.143959877909
-6 dB,0.143872294455
-6 dB,0.144870358683
-6 dB,0.14156851975
-6 dB,0.144120046137
-6 dB,0.148361955473
-6 dB,0.144577169108
-6 dB,0.14205498113
-6 dB,0.142963450074
-6 dB,0.143173401157
-6 dB,0.144808709501
-6 dB,0.14291117689
-6 dB,0.145290435492
-6 dB,0.148168016796
-6 dB,0.145021312511
-6 dB,0.144461823684
-6 dB,0.144777630342
-6 dB,0.144303027001
-6 dB,0.143077331178
-6 dB,0.145107047851
-6 dB,0.144988277853
-6 dB,0.143798061498
-6 dB,0.144989154971
